venue_id,name,venue_category,latitude,longitude,address,checkin_count,last_checkin,osm_url,References,hours_source,Senin_buka,Selasa_buka,Rabu_buka,Kamis_buka,Jumat_buka,Sabtu_buka,Minggu_buka,Senin_tutup,Selasa_tutup,Rabu_tutup,Kamis_tutup,Jumat_tutup,Sabtu_tutup,Minggu_tutup,google_rating,google_rating_count,price_level,description,good_for_children,google_types,primary_type,business_status,wheelchair_accessible,has_parking,accepts_cashless,has_restroom,photo_ref,sublocality,locality,zone_id,time_spent_minutes,description_source
6970,Monumen Pancasila Sakti,Monument / Landmark,-6.290378631306464,106.90499749698948,Jalan Monumen Pancasila Sakti,5.0,2013-01-09 05:46:00,,,google_places,08:00,08:00,08:00,08:00,08:00,08:00,08:00,15:30,15:30,15:30,15:30,15:30,15:30,15:30,4.6,10302.0,,Monument complex honoring the revolutionary heroes & featuring historic sites & a museum.,True,"museum,monument,point_of_interest,establishment",museum,OPERATIONAL,True,True,,True,places/ChIJlUkTOqXyaS4RVZhk9fbsy_U/photos/AaVGc3n-L-kVO_ykpKzZU-obztn3IKZ0SGgzje42q_XS_8Zn2cLYEx1YIXDoN5oL7s7MZpF3JGYqe5Mx-Bvipa5r9oF5W-9xmOFsx5PqAKlyWvNHDjwjPW6ZQLt3zOQIiIZ4W8qFgzu6kPKAtm2ymqjq-MdNn4Eui3a0rlhpXJeB6DdzosCMP_1LUW6hF5DQ0l6dK9iFRVjhAhHhs-Jwf5Um0qBvUIPfQlKEtTxN6NSBWpaf-B4mGaA-SJtRsPBEOCP2iPYGK0luHnab9n5OIBaqLkXXFnBAxd7ZBZzVPI_B63CZ5heQ65TYQMDQ5hXZvZf5MaUiQZSM_7KjcgAOuxPuw25beeN2mKeKZhYEL-RYFnXMd3bnhs0aKRo_zbPy_5mL5xC-XveG3tXpS6KmLWbVt_a6qMBTNxTjd8UJNqjqDvU,Lubang Buaya,Kota Jakarta Timur,7,33,
16110,Museum Jenderal Besar DR Abdul Haris Nasution,History Museum,-6.193005592223665,106.83303730451128,Jl. Teuku Umar No. 40,4.0,2018-02-17 04:05:00,,,google_places,Tutup,09:00,09:00,09:00,09:00,09:00,09:00,Tutup,16:00,16:00,16:00,16:00,16:00,16:00,4.8,1241.0,,"Notable museum featuring exhibits on the life, works & career of Great General Abdul Haris Nasution.",True,"history_museum,museum,point_of_interest,establishment",museum,OPERATIONAL,False,True,,True,places/ChIJ82PiXjz0aS4RUs9OgwuWwF8/photos/AaVGc3kHETqwmMLH07o3nROgqOBL3G0S8F5jYdlp14DdrncOYSd3lBuLuGtlyVSZ-xJYJvZYRFm3WuRTlhWk_urZLlSkhEorPOvltYRss_HIfulnYTusTkR6F45yxC5Q_5l3I9Ccw1GxtZfYL7wPGxJS_941rc-M87U6qgJJe6tO7m2_OA3KvlK9UdfzreavWS8ErCIHp5dGGf1rN5kdQm7offJ8h6eTmK04-x-WnbniF9NPkcQ9w0Xziwf2icOf8GLeKP8jqe6jwFzWBaRaoqJJe8Sv8eogwR99iMRxPGPZTivHPJ_cfb_pJw-llQD51PswXH0UfzZDOa1kGbBppvrm2HD0uJdmgjiKNVm7ppdo28a3nnX8qxPvCSRDqEOB-PtCv03Oi8_rMLbjF_17a_EP2HqQjZs2wFdXC6ponD7UID05y40,Gondangdia,Kota Jakarta Pusat,1,74,
5354,Monumen Tragedi 12 Mei,History Museum,-6.167606314294269,106.789813041687,Jl. Kyai Tapa No. 1,3.0,2012-06-03 23:46:00,,http://www.trisakti.ac.id/,google_places,00:00,00:00,00:00,00:00,00:00,00:00,00:00,23:59,23:59,23:59,23:59,23:59,23:59,23:59,4.4,28.0,,Monumen Tragedi 12 Mei mengenang peristiwa penembakan mahasiswa Trisakti pada Mei 1998 yang menjadi tonggak Reformasi Indonesia. Monumen ini menjadi tempat peringatan perjuangan demokrasi.,True,"monument,point_of_interest,establishment",monument,OPERATIONAL,False,,,,places/ChIJvz83s1z2aS4RiLxTQcmogK8/photos/AaVGc3la9gjnNPhWSpV1Td5yGypwRWfnfQPDd2z7gQaA5aRlNyCrL945FvrTDsZaqq3YPrneIeOzpbf0lBme3jxZ28NNZqePYRN8HuWPmITPrzmZgHqQ8HO5uBAXuOJ-0NGCeQty_SZ2lMkNXOsv_T2mlKX9StNi2qQFp0xk3aD3aCZutnMxOROCNvDBI091MoBihWS7_2LGVxqZOCZYtIl3RmgkhCKmaA1kWB6geaQAo2_WmLAGcWKTaCsNM6ljIIkQ45XVjS3UBA1mY_uvaFt6VAR_L8Bmpagz8m_Lbv1z7LVA2CZwt_EzIMtBydXgEZsOacjhVy0oex5FMYWK4Pjo_2Ow84-v8WyikSkNZchhrL2-YKS0jecXF7m3Nw7NV-TuwleLYepdrrdKOFwXs06MUs2ufZ8UKcSX7XUSIU__bSFkUeQ9,Grogol,Kota Jakarta Barat,3,63,web_manual
8564,VOC Galangan,Historic Site,-6.127818265861869,106.8088242815768,"Jln. Kakap 1 #3, Kota",3.0,2013-05-06 10:32:00,,,google_places,Tutup,08:00,08:00,08:00,08:00,08:00,08:00,Tutup,16:00,16:00,16:00,16:00,16:00,16:00,4.5,3480.0,,VOC Galangan menempati bekas galangan kapal era VOC di Kota Tua yang dibangun abad ke-17. Bangunan bersejarah ini kini menjadi kompleks heritage dengan restoran dan ruang pameran bernuansa kolonial Batavia.,True,"museum,point_of_interest,establishment",museum,OPERATIONAL,True,True,,True,places/ChIJeZuEUeT1aS4RRu0tK0m-7J0/photos/AaVGc3mMprz7zmkWeSXJqT9wAktJnAhNmV5qBsyZChm4sLzS1otgnfGA_A0fb5-HuWpsQkaFbJ_lZsZtA2UcKXM93EyYllwZYNKneUHj3pMIGvcw7VDukRO53lZhKDKZWWfH_hhuYBWh71wlCJblvt807vJcz8rzNN_ackUGAsLHBd4cadrMnN94Qu1gdSdGyO_IwhFEYENw9d1Gd7TpdQl42PSStLkfLbij_gekDIdsxGJQ91XQtuSUOcaHvaCgbKKPM7d8gkfmAbcnP324duq9xSmpSM78QE43H9rEozive9DEAygqTpGBJuFkWQYwVERRq35vKSUJY8hFlJgNJ7qDktfgO1KzQNA-vDibscQ7G_5cn6F4ZQpD-jvJdeeMHPMc6DVkTWHEnvrsPLcQqZVXEh2_M36BI3XO65aXlW_9j6rBQp2CGDBpZkOtbQEJxpq4,Penjaringan,Jakarta Utara,5,61,web_manual
8381,Tugu Proklamasi (Proclamation Monument),Monument / Landmark,-6.203690652226101,106.8459302186966,Jalan Proklamasi,3.0,2013-03-18 17:13:00,,,google_places,Tutup,06:00,06:00,06:00,06:00,06:00,06:00,Tutup,16:00,16:00,16:00,08:00,16:00,16:00,4.7,7389.0,,Statues of Indonesia's first president & vice-president commemorating the nation's independence.,True,"historical_landmark,tourist_attraction,historical_place,monument,point_of_interest,establishment",historical_landmark,OPERATIONAL,True,,,,places/ChIJg5lJJWz0aS4R2177RmjjXYY/photos/AaVGc3koAibK953I89K6Q25cD75BYp06chICbm3WB5n3vfbd-g0oK9aWY2nS2aSlbTsJ9sO4i4L3OHQIbAYZ-2ONQ5ZiBA-tbVBNBeAGDbHukZnmHNG0ptavuTIdVZIwfxslbg822tyye-JR98GQPxZwJHd2SoLid8txmnVHLZpng7l7w3Yyol-_dcIMTmr_KzlHBg0qjElyyq08HoC-JYjAG8TruZAtUxz90qZHJPbIoLnGj8O1jy3zRfbuMB-HpD5hr2qZRvw53okh7kSLl1R4he7zHTSJvG0uGj0HbOVFPbiS_hUJxk3wrzpZXoJEi3FTPqJd-kfX7-mmWMnwrOXuJTuDRw7zA55vBQNBaWDlJfnlsImOrtQ09AqbkehnUqT6peyHGn8E4AoGZXHOcs4r-F9xbbDgMWj-8rM10swmVcakSYSs,Pegangsaan,Kota Jakarta Pusat,1,32,
28270,Klenteng Lo Cia Bio,Temple,-6.162865023759003,106.80577997065524,Vihara bodhi dharma,3.0,2013-04-21 07:05:00,,http://www.lociabio.com/,google_places,06:00,06:00,06:00,06:00,06:00,06:00,06:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,4.8,121.0,,Klenteng Lo Cia Bio adalah klenteng Tridharma bersejarah di kawasan Pecinan Jakarta yang memuja dewa-dewi Tionghoa. Klenteng ini menjadi bagian warisan budaya masyarakat Tionghoa.,,"place_of_worship,association_or_organization,point_of_interest,establishment",association_or_organization,OPERATIONAL,,,,,places/ChIJF_DXIW72aS4Rw0m0T6-CQS8/photos/AaVGc3m8Rpb1HEjR0hfARqYKfSEOTv1UbVc3jOFUbmCHS5MZkvTQdGXhMMjoRVqoBmAD0YnCKatz0al2l8B5UllOndul-bRq906b53Hm8FO84tmB_dDOVWlV6H6Ii8dSkM_GiaL4TSBIt9lPPJvP5H_3yHymbXR2bEBNRsswUIzZtvQ_g5lYxORE0dyY8x6jjZH-Cn9iXdgBLeny5r1A1thOTohieZEc8Sdbd8mY0arbT7g4HO796l9zT_8AvqyGIYWk_S8X6ejQhkIdpBF-sZi4c-ThucJkrX0Uv_wfdwmB_4YvdsF7rYhLQIq_GNBVAF4XDXoxYsFVSxiOIISxRcoZ-1fsV5efD98jPBDN7RBaGc2zEwAoSgjaiW3xQvTquxDUanzjWgWrTma3-6r4v99ofShxthDwnyypGmCEgEQSEmjuxQ,Duri Pulo,Kota Jakarta Pusat,3,31,web_manual
75864,Museum MACAN (Modern and Contemporary Art in Nusantara),Art Museum,-6.191081179699565,106.76790295250308,AKR Tower Level M,3.0,2018-07-21 06:23:00,,,google_places,Tutup,10:00,10:00,10:00,10:00,10:00,10:00,Tutup,18:00,18:00,18:00,18:00,18:00,18:00,4.5,11776.0,,"Museum for modern & contemporary Indonesian & international art, with changing exhibitions.",True,"art_museum,cultural_center,tourist_attraction,museum,point_of_interest,establishment",art_museum,OPERATIONAL,True,True,,True,places/ChIJV_3rrx33aS4R9vCzPVkjlvE/photos/AaVGc3mCoZwA8k5DLaDhzwKzE0rMm779JAfDYJwtyk5gtGreRXn4Z_KeiUsySyPa8CYqrolcr0svhQYFbPwjxud_QW9LJDKhL7_mK85wIGZroyRg8fwbTxkVmISNbclYWjixbhaCcPdOb-X4-j2OwT1SrrZ68lvuSbrXIay_-6-r5XbxvjmXgStydiM-MhR2Ue2HUAJFsnrd254D3YSBrDTM3LzNEkrLkm3w9S4YNGZNFJIikzASHCHnE-gALPUt5tFJMEdJjHS_6AGS1WjRCBHPcTYA9HaGfunaPJHs6pQTRpIZya4Wo62oE4X3EiIdlmqcpuRVnOXzSs5Dk9eTc3kdNuBUMoLFSk_qOED4kNtTMqTGMqLFZlWnGdEQRPf5qnWc_2ZCbaBYzd_Owq0zz6e3QrK-qSxpg-jd5AFdK4jf9HYTcDcr,Kebon Jeruk,Kota Jakarta Barat,6,88,
31626,Wihara Dharma Bhakti,Temple,-6.144110807824989,106.81259913526472,petak sembilan,2.0,2013-03-15 09:11:00,,,google_places,06:00,06:00,06:00,06:00,06:00,06:00,06:00,16:00,16:00,16:00,16:00,16:00,16:00,16:00,4.7,2669.0,,This Buddhist shrine dating back to 1650 features traditional Chinese architecture & religious art.,,"buddhist_temple,tourist_attraction,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,,,,True,places/ChIJ5ylWYwb2aS4RtfK4a4Nh69g/photos/AaVGc3nFRPsFxxk5JwepbZe9f5Ep4C2bZbx1XV8Og1irBzQSQWJ4bjNzLMjT4bPIdMxKDxIe-eij4_JymHHLdId6lwk94WocyW048OYCzOjbnK83CUYcvokSH9a-HpDo0j--c0B6zrTKZPfXPmmm-cmSR0b-6njt0KgDO3IHdo7xdSWN0A9SImLMCdAb-ziE8MbC8E-Zz3Si0-QkQr567N8CNu5t8Fk9gXUu96ZNs9tiX8r3Y_UWIIPAMuw8lBiX7LQCJqzRh17UWywkNYmPkkTzggxMVOSOUpvl21qDt1qgzC7JKj12Em7U2zO08gWtX9nZ0msF7iTPyf0OMo9jUMHAXGQLDQP5AiBlSD2otBwSLAS9Cl-EpER9eN7ORbdrTR5HK7dgAGm-JzK1qpC_B2zGEsm8mEKqyDMisEKczoc3BG0,Glodok,Kota Jakarta Barat,5,47,
21620,Pasir putih,Beach,-6.119,106.8395,Jl.kuta VI,2.0,2012-06-07 09:21:00,,,google_places,07:00,07:00,07:00,07:00,07:00,07:00,07:00,17:00,17:00,17:00,17:00,17:00,17:00,17:00,4.7,1173.0,,Pantai Pasir Putih Ancol adalah pantai buatan berpasir putih di Taman Impian Jaya Ancol yang menjadi favorit pengunjung untuk berenang dan bermain air.,True,route,,OPERATIONAL,True,,True,,places/ChIJ7W0tdw8fai4R25W6Bi0UlmM/photos/AaVGc3l3N0-J8ams5K5NbPryTpZjGKUZhfRKFs4_R4IvGcD74zhOvvgz3Z1RIOrScWI00eYJEl4pGuvmSaXnNSUK8vDd6d9RREUYVGUNh_dI3dFr1Yk-uIvfoS0c1A-cBUhLWLZ-m1YXnCNVSre7_Hs1-YPffL9sicbevihr2p-TMCgE0R96RbasN-Fp8HwL6NaQbVYRTs8egCtPwYFX6PZNh9mLvA82ntDdWAeiz5es9TLCCLSxz2_P5g5pDxpBdy2UC0824Q8iZzOT2o9BouPXuN3bAobO6DAWSKpUcY5O9GDR9rcD6j0GZQ0rocBAGY2UACKsXCIbM4Abkdal-5w9eSnELMHBcEes6YosHSClvz-fAbycfQMB9N8BfJqAF9riROPHU1Gy6cJ0ZoT0lQup3YpDeB56pTrXoJgTlvZGj4T1fRBuc_hZgafbBc_MFw,Ancol,North Jakarta City,5,73,web_manual
62694,Chandranaya,Historic Site,-6.145479247588264,106.81545076241233,Jl. Gajah Mada No. 188,2.0,2013-01-27 12:39:00,,https://www.instagram.com/p/DBFl9MSKLNC/,google_places,Tutup,08:00,08:00,08:00,08:00,08:00,08:00,Tutup,18:00,18:00,18:00,18:00,17:00,17:00,4.6,956.0,,Gedung Candra Naya adalah rumah mayor Tionghoa bersejarah abad ke-19 di kawasan Glodok dengan arsitektur khas Tionghoa. Bangunan cagar budaya ini menjadi saksi sejarah komunitas Tionghoa Batavia.,True,"museum,point_of_interest,establishment",museum,OPERATIONAL,True,,,True,places/ChIJHyB0Zwj2aS4RyOlaNp7d-Ww/photos/AaVGc3mPNu4ni1dtXHwsZl7QvULLIkev-ufCvr4YCuRR4WT0PsjtygbaP3Vhgn0ID1gBmA1FMD2Nm5BUg48xaeQA9L8Bxaw_Wb6JH9VbfkILtYRruBLU-bGSNB67uUILG7avB75IiWTW8Ns5yKxaMWieNJPSBFw0B5eM6Ca-snhjJ6pY8dEShjGiTGAy_2kTJmbBA2i-hiCANUYKiX9aDVC32YSuqALTCH-fAuLNSv6hNFZ2PZwPiXm-1KgAXsGPyz9Mb9bCNxQYWvcbZveYKMTmuKMfswEAV7y1uz-FWixYsZP7C2ZOiMdfumfs9rALUPr433ybr_YTXVhcCeqid2dUmuQJyq3DBq_XrYw_3oYMc94AUkHAVmMqOjeQvbSIuD7PKEScP4ZpH37HHJckTRBoWAC97D5fuwlPCPX22k5fZ0rBRA,Glodok,Kota Jakarta Barat,5,51,web_manual
13788,Klenteng Hian Thian Siang Tee,Temple,-6.209014885751071,106.79548221667773,Jalan Gelora,2.0,2013-01-26 12:56:00,,,google_places,07:00,07:00,07:00,07:00,07:00,07:00,07:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,4.9,46.0,,Daftar kelenteng di Jakarta terdiri dari tempat peribadatan etnis Tionghoa yang merupakan perpaduan dari wihara Buddhis mau pun kuil peringatan untuk berbagai dewa-dewi Taois.,,"place_of_worship,association_or_organization,point_of_interest,establishment",place_of_worship,OPERATIONAL,,,,True,places/ChIJd2Fk7Lf2aS4R-9FH9JBUOhs/photos/AaVGc3nVr2NAmBlqyL8fBr5Onn2hVk62sGSMKsACqPsyICPAHCzCHuE6SkzMRgfJJPPWq09jCjs7e8WUkz8qH9PLDCAlF4NsRYRW8i2YKkvI1HsT4pQfr24F6DkmRNVFsYkvXFB-EKifCEOjNHA1aj2bbLoaChv8xhrrVDP1ZVUM3Gb3utNXxmihIyslKE6pb1Ka8DW6YLxVnouYLuTZ15peoavp8AjTySRzvl1yszH3Xk1M8zLPkkqZp41IiR0enTI18tMAezcTO08Np-uJAJ_WkQVIf1Cl1CG1Y5KT8yJegeR68ThpBXEINQE7GOf-WCGSCmuzrPN1GL5Tez0W7j1duCfOmBdHud2ogs8I_2_VDG1JEyL5OA1Y-GcoLLnjEBhB3PazCJADxCoX2gKlHwiiRxO6SGccSaWHQS2UVzqNVjvzRl-W,Gelora,Kota Jakarta Pusat,6,31,wikipedia_id_search
16974,Museum Sasmitaloka Achmad Yani,History Museum,-6.204688711127511,106.8350503492,Jalan Laturharhari 65,2.0,2018-02-17 03:31:00,,,google_places,Tutup,08:00,08:00,08:00,08:00,08:00,08:00,Tutup,16:00,16:00,16:00,16:00,16:00,16:00,4.8,1053.0,,"Photos, dioramas & personal objects documenting the life of a general & revolutionary hero.",True,"tourist_attraction,museum,point_of_interest,establishment",museum,OPERATIONAL,,,,True,places/ChIJy-xVNxL0aS4RLOIwB3AvjFs/photos/AaVGc3nWpC__jZTbIHVKObtAuSrMryzcU4Gi3D33nqbqvcX3wSr_JD61e1CZK0UK9YCEyKvMHRb3j1GPJuluf7-kVmxZ8av18BzHafLt-OOIVHt6xRKc5A1lZdu2CowKSqMqqEZafI_Y4vPfa74MJviYOr45dTN6av-J3VenWzHQzdJRC1b8er3l5jsKSoiIcb2P_uHEVWq89UIsO37jfXipCAoYN6HVFd2ycItgIm2vtgt57TyKlDn2lh3_0xmuixcUISkZhcQnv-o5RTuiJ3TkpOjyMMdU1v-rEYvWEqU4M-AdL-xYH9yEfUwfNeMRokvo80FMY8a05FCyxAP5ZCyM-bEIneIBQmg0H2rY77vQf8xg3Ufe2St4jtU75uxxT3rMJeS--FjuhjtMinm8PkTPovCM8kYPQ5NP3f_mGwIpycOZGA,Menteng,Kota Jakarta Pusat,1,72,
44851,Museum Katedral - Jakarta,History Museum,-6.16734246737885,106.8308915881497,Jalan Kathedral Nomor 7B,2.0,2012-11-13 00:17:00,,http://www.katedraljakarta.or.id/,google_places,Tutup,10:00,10:00,10:00,10:00,10:00,Tutup,Tutup,16:00,16:00,16:00,16:00,16:00,Tutup,4.8,210.0,,"Museum Katedral Jakarta terletak di kompleks Gereja Katedral, menyimpan benda-benda bersejarah dan liturgi Gereja Katolik Indonesia. Museum ini menampilkan koleksi rohani dan sejarah perkembangan Katolik di Nusantara.",True,"museum,tourist_attraction,point_of_interest,establishment",museum,OPERATIONAL,True,True,,True,places/ChIJbZINrST1aS4Rykv_F9KtCPU/photos/AaVGc3kz8FiPLQJ_FdMQgntxzHfNZuod_uMRu9Dsr-yvblNuxUQ7lXpEQfy6rmZNxuwD8HHdYlgXRJhqXFPPy_VMeJim_a-FlTtrVjLYVLGsSa4tV_otb9qsrIqz1p9rEKZEzkkvGN_h8sd0JA_jXC0gd62chK_B3B1pGeRXBDR8qRJh1kYTdRsbj5mjjqzSos-m1mYdIJlltXgJvH-KODq4sIdIb1nX5edZ8ZxPqTOGyEvckITXhQQ70DQk6jQq137kTnkkG-EjDLtKKYyxvo9KKLYTr931AZdB5oMpb6d8gyBZvDgE5d3Pya96ZLzho4vGdssq8U6blVXgNJP_zU6MizzYdEIOpLxVHgPVwqoUWggraM902zIFaIXqYI560plBVrNqJ-Ee5-CJut5C2mf7ZSMQ9wp4i8MnZEauPt96qfiSdw,Pasar Baru,Kota Jakarta Pusat,1,63,web_manual
14389,Arsip Nasional Republik Indonesia,History Museum,-6.28050925201182,106.8198820586466,Jl Ampera,1.0,2012-06-09 09:06:00,,http://www.anri.go.id/,google_places,07:30,07:30,07:30,07:30,07:30,Tutup,Tutup,16:00,16:00,16:00,16:00,16:30,Tutup,Tutup,4.4,189.0,,"Arsip Nasional Republik Indonesia (ANRI) adalah lembaga kearsipan negara yang menyimpan memori kolektif bangsa. Gedungnya menampilkan koleksi arsip bersejarah dari masa kolonial hingga kemerdekaan, menjadi tujuan wisata edukasi sejarah di Jakarta.",,"government_office,point_of_interest,establishment",government_office,OPERATIONAL,True,True,,True,places/ChIJUfLeICDyaS4RamhZZjMkYJM/photos/AaVGc3lOZIJsphfedYQLw5xuuvJiIO1iNjHbOOayxgsYLUJBizMNGqx62sX4kzkUDYkmKyyhdIb_tJWJFEzVCqza9pU8wkRJ_on7hh_2Xc7QYZSvfrD98ZR1dX7F2CxDlpwbhSrpDoqTHWca_ArHmqTF-AxS6qzqwh4uPYamBtuVWyjTPNd1xsIQNeom_gqqbPjM-ZiP2qYJHmKIhXPDVzp_hybyyrYwWPXKmf6PnE_w7vcg2YhtiZNruLyDcOrIM9qdYya3uIu1EkMWYb9MbuEjDKzFW9V4nQ3grNF64j84MfdhkXYlyHxzNDzW_SmXfSqW1bSIZe938NQK2g03WZY3kyESEhcJGSWVgP6mVGMMaV7Y9p2IAPigd6UpU6RI_opzHv0mqYRs1Vm1oYovrkaulQEIxH22SXOa9CRn6wloo7d54g,Cilandak Timur,Kota Jakarta Selatan,0,63,web_manual
13290,Dermaga One - Ancol,Beach,-6.1198,106.8293,Pantai Ancol,1.0,2012-12-16 05:43:00,,https://lynk.id/pulauseribu,google_places,08:00,08:00,08:00,08:00,08:00,08:00,08:00,17:00,17:00,17:00,17:00,17:00,17:00,17:00,4.5,2250.0,,"Dermaga One Ancol adalah dermaga marina di Taman Impian Jaya Ancol, titik keberangkatan wisata bahari dan penyeberangan ke Kepulauan Seribu.",True,"marina,transportation_service,service,point_of_interest,establishment",marina,OPERATIONAL,True,True,True,True,places/ChIJ1eEf2Bkeai4Re4P-08iF3Xw/photos/AaVGc3kK2MNZDv8nD-onB7rqrUcwemm8T2xxE3zF_qinNoLqOhR5T0C2TC5tXBjV3Siw8ZM33nTRfg7gTlfnYdypCV5HH6s45qq_Rv-kMBKnJdm_GxKdAZvd13h0Qbs7nuJZM9oovDpQuvASMdK4jPeUgQISCTkjbXEyI3351X_Eksu5U9oocHDiAlUKktCrxquu9PVgyQy35fChKUXzezvo8istHvFXhkdkdDAk8MFeA-UCZnFA4XS6LSByfXYp3x4a7_sXq5dIh1KfDkd5Np5eC0SLE26LqFCO6e49QmBrlFsETtMDnkLqHz6-zptpR9uClzD6gSyBAKjM2dOu6hUmTfrK1rMy8ircZh9Pd_FaG-uT7KsXD1QFIs39WKRbxxywARtIIpie28bNFnP4MkYCfg6Hzu9EonTlidwX32A6NNjXH565Dnq5xmU3--1l-g,Ancol,Jakarta Utara,5,81,web_manual
46880,Vihara TOASEBIO,Temple,-6.1465,106.8168,"Jl. Kemenangan III No. 48, Jakarta Capital Region",1.0,2012-06-10 04:08:00,,,google_places,06:00,06:00,06:00,06:00,06:00,06:00,06:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,4.7,546.0,,"Vihara Toasebio (Dharma Jaya) adalah klenteng bersejarah di kawasan Petak Sembilan, Glodok, yang dibangun kembali tahun 1751 setelah tragedi 1740. Namanya berarti 'kuil pembawa pesan dari Tiongkok', menjadi salah satu daya tarik wisata Pecinan Jakarta.",,"buddhist_temple,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,True,,,True,places/ChIJMwcCdwb2aS4RNGceOBg54ZE/photos/AaVGc3kxwSTldfBanqjaSe8cMrExGc5tdTToo_XxzEaYpublfYNWtg0JxgQyHCmwof3It71Ole_6wCLkgTA5qD5oouIUF9JK74ULb-nsAK96kvqVCZBE7KL_lv4CufxGsnbziiEVzPNtAdhhIRgoUoMIwdmQYmqyNXMFffU7Pm4d9H_RQAlZFkVVz4iOyY4cY6zP6HCTiQW0pzQCDyDIDp4Ug3nslZXgfbP4bAy9hW4F_1niNGunjAdj6YNtXWcfE1iKcNMWBneylSbUTFG1ltyD8d2xRbUt1VCqfEQ34JzLQjsdKJM-dY1LMpNlETeXNZ4ter1C2_8Gh4BNRhYwDPYlh9-lzAXUsQxqq3U5X4GzfD6zUw33mNmSRLNfGgc0uNnx0LB4AX11OqlA7x8ggCCeSA1jbgOJSRALKmuxxxLgzXFxcW0,Glodok,Kota Jakarta Barat,5,37,web_manual
46454,Museum M. Husni Thamrin,History Museum,-6.193322741074672,106.84738650020932,Jalan Kenari II,1.0,2012-05-13 09:28:00,,,google_places,Tutup,09:00,09:00,09:00,09:00,09:00,09:00,Tutup,16:00,16:00,16:00,16:00,16:00,16:00,4.6,946.0,,"Museum M. Husni Thamrin menempati bangunan bersejarah yang mengenang pahlawan nasional Mohammad Husni Thamrin, tokoh pergerakan Betawi. Museum ini memamerkan koleksi terkait perjuangan dan kehidupan sang pahlawan.",True,"history_museum,tourist_attraction,museum,point_of_interest,establishment",history_museum,OPERATIONAL,True,,,True,places/ChIJ-2tCoUH0aS4R0EY9MgIeCyg/photos/AaVGc3kGBd80opQ0kqnATMeq7p4HeEd-R6IkBhRHQXStsySLlslhTx_LEADG5JtjM9p9jLveVOoIvMZlruLSK0oKSbPvQ4mK_PWxwoMjDKzvDvF8LOYPDMYkTNVZ2aMxZrRXtahWA0x-Ju9RB9SBFHWaBzojrdlC_L1kGIF4OpCAGcqSqYYwF08BfzM4llalf2mYYAT52zx7PM4TPF-wL2Ic6S7p0n--VUotdjAJrS2Y82zIc6O_EpmnZmmD4O1gAeOGaCrR9sRaBLndK7GUdo4e1DEoUo1zUdpdhmvVUY4kYrtk_WIp265vMPIT2ZN19waFgSyXprcvM1rwVqFFuFjBeGDISL52cU_JxfmjbuxdF2Q1IzkpWaTBMajT5FfilpjVxwZjv92f1oq8g8poSVfVzl-hdIluGxj8NiTieni2x4kjYWI,Kenari,Kota Jakarta Pusat,1,70,web_manual
54348,Taman menteng,Theme Park,-6.1964,106.8293,Menteng,1.0,2013-04-06 22:35:00,,,google_places,00:00,00:00,00:00,00:00,00:00,00:00,00:00,23:59,23:59,23:59,23:59,23:59,23:59,23:59,4.5,21250.0,,"This 30-hectare public park features gardens, a playground, sport courts & absorption wells.",True,"city_park,tourist_attraction,park,point_of_interest,establishment",city_park,OPERATIONAL,True,True,False,,places/ChIJKeQOsCL0aS4RLuH7DlpcjaI/photos/AaVGc3kd9A9Mv-h-1-e66sXL2aEO-LREqrb7EOnzBN21ZGkYg7ohjUqKi944YKmcvXa9xZ2oV0trjpvPXgEGToj1FLuP7phZJQFP-VVyPcGri24nIfo2_g1NvlwROjpE5_H0fGSf223RV6kscpPvdechRdwAuPLMCLMvZZ4HpNXBEL5TknLTmznETxAYkoyzP5PSMPog81BMCxxSAdqSNdr7zN2ewh68o5TTn7gQOyDX_QCmwB2CQ_LZNILy5w40ZURA-Y-GbGd-O-BtT0SMb6Hze90iOt-jMIeJ-OR4QNTmBO6AIgbr46l0Ztp5u-MR96o68cX5e_mGsQznyeG5Kma1eaFnCR4Al46c8bUjR1CQz5ihPS5Y1vuCGWlMxqUqUKDWtI5AJJX9EzyfrTwopvxg9-qWTt8DwZUubwMYvsCdPzmz-icU,Menteng,Kota Jakarta Pusat,1,213,
